name,npts,solution,resíduo algébrico,resíduo geométrico,gradiente algébrico,gradiente geométrico
sphere2D_-16.7_18.1_78.0_0.csv,838,"[-16.708411496776225, 18.069252332316715, 78.03154384595625]",2.0308749994801346e7,658.339773420309,[-2.7871428756043315e-6 2.670579988262034e-7 9.855029929894954e-6],[0.003023729933368191 -0.5580961178860638 10.692418893537024]
sphere2D_-16.8_70.0_69.0_0.csv,545,"[-16.90712146961438, 70.09169464785577, 68.9572339660921]",9.980833633870685e6,434.5408918323236,[2.2859188447910128e-5 1.0389683344769196e-5 -4.7034285444169655e-6],[1.2277650419041435 -1.7926604729238569 7.592741414452604]
sphere2D_-17.9_68.5_148.0_0.csv,384,"[-17.88755438231649, 68.58543107928509, 147.9141504124895]",3.243970328108037e7,304.4181960172724,[-4.1966879507526755e-5 3.625424949404987e-5 7.270951755344868e-5],[0.6455985306210472 0.03510459186360175 2.504068479185605]
sphere2D_-18.8_-47.3_32.0_0.csv,447,"[-18.825009669169805, -47.28586000791444, 32.103128520064125]",2.024827455925755e6,365.51880407615215,[2.3724214770481922e-7 -4.940579430012804e-7 1.7088427739508916e-7],[-5.978903971886545 -3.0690128389496634 15.302012757413081]
sphere2D_-2.0_-66.1_131.0_0.csv,416,"[-1.990189771355292, -66.14448319957954, 131.02950175012353]",2.774215107486997e7,331.330713461801,[2.3149186745285988e-6 3.115386658691932e-5 1.8490507500246167e-5],[0.05097861636706291 -0.37606865019353974 3.082911049841414]
sphere2D_-2.3_35.3_27.0_0.csv,787,"[-2.2411132800442903, 35.31150229118404, 26.992077873694836]",2.163716705276833e6,607.4374402028537,[-4.6404556997003965e-7 -1.823669066425282e-6 -8.844581316225231e-7],[5.521847671942698 0.5645464249090371 27.52596398557135]
sphere2D_-20.0_-61.2_124.0_0.csv,230,"[-19.85313620315919, -61.23466057969068, 124.05383943069891]",1.4123108793708183e7,185.2377617042558,[6.585856681340374e-6 -8.80888478604902e-6 1.6489177141920663e-5],[0.6464718798661735 0.5453467106478248 1.8527382030909791]
sphere2D_-21.4_-89.6_77.0_0.csv,32,"[-21.180623520856194, -89.71228025925797, 76.84890126638518]",881035.6883282848,29.17902919148186,[2.15946784010157e-6 4.1453949961578473e-7 -8.289425750263035e-7],[0.047647019799867074 -0.499165220126807 0.4858605228517092]
sphere2D_-21.6_-27.2_150.0_0.csv,845,"[-21.532443020229508, -27.224272529196167, 150.02484209509726]",7.260437823089552e7,672.7117253539809,[1.7730111721903086e-5 -6.843741502393641e-6 -3.554596332833171e-5],[-1.070482078066215 -0.9495686976115114 5.3747650155544875]
sphere2D_-24.2_23.7_61.0_0.csv,726,"[-24.292218003816377, 23.71997858747184, 61.010043404913795]",1.0408037614314068e7,574.8479276902356,[-5.168658390175551e-9 -4.946157616814162e-7 -3.4676904760999605e-6],[6.32630060507658 -0.07514013642925234 11.465151575794664]
sphere2D_-24.9_-96.7_146.0_0.csv,283,"[-25.111015536250147, -96.60715007117618, 145.9742666728926]",2.536890884394757e7,232.64707192397233,[-6.0658116126433015e-5 9.16517401492456e-5 3.612914588302374e-5],[-0.9749101612860729 0.0652897109280372 2.0394330160928007]
sphere2D_-26.0_-94.9_98.0_0.csv,888,"[-25.96109488690222, -94.84894584361722, 98.06624560912202]",3.361926764741448e7,715.8019303554589,[-7.61424562369939e-5 0.00011909407010080031 -6.014699465595186e-6],[1.577649076784056 2.678164413330377 8.913115802343583]
sphere2D_-28.1_-52.2_117.0_0.csv,37,"[-28.187169951710583, -52.29799090046657, 117.1110386189122]",1.4330990249615924e6,26.010655567869122,[-3.204222593922168e-7 1.661472325054092e-6 -1.2908531061839312e-6],[-0.12541629420161882 0.2958481497944423 0.22322236710726884]
sphere2D_-28.4_-58.7_88.0_0.csv,118,"[-28.416841683685348, -58.78451545227965, 87.91786597106176]",3.5145373602149407e6,91.57279651347903,[2.2939930204302073e-6 1.2085035905329278e-7 -1.9827348296530545e-6],[1.384741481978707 -0.6388748730956189 1.295682113247608]
sphere2D_-28.6_-64.5_97.0_0.csv,323,"[-28.52071806914861, -64.43628183752303, 97.00519101129152]",1.2319664516232455e7,262.9312149755353,[3.133557765977457e-5 -5.697320318631682e-6 -1.113080361392349e-5],[1.706342621721002 0.1873135468788138 3.372914706621657]
sphere2D_-29.8_74.9_74.0_0.csv,908,"[-29.889685870346018, 74.79890243649241, 74.02433730069997]",2.2203912253571082e7,770.5192024935875,[1.9473489373922348e-5 3.6051339634468604e-5 4.439069016370922e-6],[-5.433978603982916 -3.118129733096587 13.695905613427783]
sphere2D_-3.9_74.8_49.0_0.csv,841,"[-3.9496062892341066, 74.85982369460991, 49.03106133003391]",8.508447276506275e6,680.3907223445459,[6.206329999258742e-6 1.1385064652813526e-5 -6.854828825453296e-6],[0.789361989883199 2.8537380908224783 18.080874885569628]
sphere2D_-30.2_90.2_85.0_0.csv,346,"[-30.183109946354477, 90.35329627943639, 85.06055464050144]",8.348366938639608e6,250.66344627357392,[-1.3316101103555411e-5 3.562167527082494e-5 1.5394980437122285e-5],[-1.0607656220356358 1.589154117601168 3.3872773966502336]
sphere2D_-31.2_5.5_116.0_0.csv,329,"[-31.145107839590366, 5.555054902249384, 116.03140951215305]",1.783906469038936e7,262.0957367150064,[-1.917765985126607e-6 3.652599716019722e-7 3.386139724170789e-7],[-0.5361521480895277 -1.0365479796057777 2.8536123353519827]
sphere2D_-31.4_-77.1_90.0_0.csv,569,"[-31.367431705459907, -77.05972160541107, 90.06284739617365]",1.8131157152173445e7,455.56688573147477,[-3.9397804357577115e-5 -7.138928748418039e-5 2.251212572446093e-5],[0.08898404168626906 -1.796411181350059 6.206357906745666]
